month,pct,total_items,total_cost,list_size,cost_per_1000,items_per_1000
2019-04-01,01D,3,525.43546,6555.88888888889,80.14709658830907,0.45760385065166176
2019-05-01,01D,5,223.07169,6561.416666666667,33.99748885530309,0.7620305574253528
2019-06-01,01D,2,108.85629,6569.722222222221,16.56939004693248,0.3044268741279439
2019-07-01,01D,2,110.96558999999999,6576.86111111111,16.872120016725304,0.30409643235754985
2019-08-01,01D,1,100.28335,6581.166666666667,15.237928938638031,0.15194874262415478
2019-09-01,01D,5,350.00863,6586.694444444443,53.13873794391893,0.7591061103824631
2019-10-01,01D,4,93.06088,6590.638888888889,14.120160665590504,0.6069214331775288
